Subject,Course Number,Course Title,Requirement
CHICANO,163,Caribbean Migration to Western Europe and the United States,Social and Behavioral Sciences
CHINESE,159,Cities and the Country,Social and Behavioral Sciences
CLASSIC,R44,Roots of Western Civilization,Social and Behavioral Sciences
CLASSIC,121,Ancient Religion,Social and Behavioral Sciences
CLASSIC,180,Ancient Athletics,Social and Behavioral Sciences
COGSCI,C100,Basic Issues in Cognition,Social and Behavioral Sciences
COGSCI,C101,The Mind and Language,Social and Behavioral Sciences
COGSCI,C103,History of Information,Social and Behavioral Sciences
COGSCI,C142,Language and Thought,Social and Behavioral Sciences
COGSCI,C147,Language Disorders,Social and Behavioral Sciences
COLWRIT,50AC,"Researching Water in the West: Its Presence, Its Absence, and Its Consequences for the Peoples of Ca",Social and Behavioral Sciences
COLWRIT,150AC,"Researching Water in the West: Its Presence, Its Absence, and Its Consequences for the Peoples of Ca",Social and Behavioral Sciences
COMLIT,20,Episodes in Literary Cultures,Social and Behavioral Sciences
CYPLAN,110,Introduction to City Planning,Social and Behavioral Sciences
CYPLAN,111,Introduction to Housing: An International Survey,Social and Behavioral Sciences
CYPLAN,115,Urbanization in Developing Countries,Social and Behavioral Sciences
DEMOG,C126,Social Consequences of Population Dynamics,Social and Behavioral Sciences
DEMOG,145AC,The American Immigrant Experience,Social and Behavioral Sciences
DEMOG,C165,Family and Household in Comparative Perspective,Social and Behavioral Sciences
DEMOG,C175,Economic Demography,Social and Behavioral Sciences
DEVSTD,C10,Introduction to Development,Social and Behavioral Sciences
DUTCH,173,Dutch Post-Colonial Studies,Social and Behavioral Sciences
DUTCH,C178,Cultural Studies,Social and Behavioral Sciences
DUTCH,179,Cultural Studies,Social and Behavioral Sciences
EALANG,103,"Writing, Visuality, and the Powers of Images",Social and Behavioral Sciences
EALANG,109,History of the Culture of Tea in China and Japan,Social and Behavioral Sciences
EALANG,110,Bio-Ethical Issues in East Asian Thought,Social and Behavioral Sciences
EALANG,118,Sex and Gender in Premodern Chinese Culture,Social and Behavioral Sciences
EALANG,C126,Buddhism and the Environment,Social and Behavioral Sciences
EALANG,C128,Buddhism in Contemporary Society,Social and Behavioral Sciences
ECON,1,Introduction to Economics,Social and Behavioral Sciences
ECON,2,Introduction to Economics--Lecture Format,Social and Behavioral Sciences
ECON,C3,Introduction to Environmental Economics and Policy,Social and Behavioral Sciences
ECON,100A,Economic Analysis--Micro,Social and Behavioral Sciences
ECON,100B,Economic Analysis--Macro,Social and Behavioral Sciences
ECON,101A,Economic Theory--Micro,Social and Behavioral Sciences
ECON,101B,Economic Theory--Macro,Social and Behavioral Sciences
ECON,105,History of Economic Thought,Social and Behavioral Sciences
ECON,115,The World Economy in the Twentieth Century,Social and Behavioral Sciences
ECON,C175,Economic Demography,Social and Behavioral Sciences
ECON,C181,International Trade,Social and Behavioral Sciences
EDUC,40AC,Experiencing Education: Diversity and (In)Equality in and Beyond Schools,Social and Behavioral Sciences
EDUC,75AC,"American Sports, Culture, and Education",Social and Behavioral Sciences
EDUC,112,Reforms in Elementary Education: Psychological and Sociocultural Foundations,Social and Behavioral Sciences
EDUC,114A,Early Development and Education,Social and Behavioral Sciences
EDUC,130,Knowing and Learning in Mathematics and Science,Social and Behavioral Sciences
EDUC,140AC,Literacy: Individual and Societal Development,Social and Behavioral Sciences
EDUC,N140,Literacy: Individual and Societal Development,Social and Behavioral Sciences
EDUC,142,Education in a Global World,Social and Behavioral Sciences
EDUC,C145,Literacy through Literature,Social and Behavioral Sciences
EDUC,180,Logic of Inquiry,Social and Behavioral Sciences
EDUC,C181,"Race, Identity, and Culture in Urban Schools",Social and Behavioral Sciences
EDUC,182AC,The Politics of Educational Inequality,Social and Behavioral Sciences
EDUC,183,"High School, The Movie",Social and Behavioral Sciences
EDUC,184,Philosophical Foundations of Education,Social and Behavioral Sciences
EDUC,185,Gender and Education: International Perspectives,Social and Behavioral Sciences
EDUC,186AC,The Southern Border,Social and Behavioral Sciences
EDUC,188,Latinas/os and Education: Critical Issues and Perspectives,Social and Behavioral Sciences
EDUC,189,Democracy and Education,Social and Behavioral Sciences
EDUC,190,Critical Studies in Education,Social and Behavioral Sciences
EDUC,190AC,Critical Studies in Education,Social and Behavioral Sciences
ENERES,C100,Energy and Society,Social and Behavioral Sciences
ENGLISH,C77,Introduction to Environmental Studies,Social and Behavioral Sciences
ENGLISH,101,The History of the English Language,Social and Behavioral Sciences
ENVDES,4A,Design and Activism,Social and Behavioral Sciences
ENVDES,4B,Global Cities,Social and Behavioral Sciences
ENVDES,100,The City: Theories and Methods in Urban Studies,Social and Behavioral Sciences
ENVDES,C169A,"American Cultural Landscapes, 1600 to 1900",Social and Behavioral Sciences
ENVDES,C169B,"American Cultural Landscapes, 1900 to Present",Social and Behavioral Sciences
ENVECON,C1,Introduction to Environmental Economics and Policy,Social and Behavioral Sciences
ENVECON,C181,International Trade,Social and Behavioral Sciences
ENVSCI,10,Introduction to Environmental Sciences,Social and Behavioral Sciences
ESPM,3,The Political Ecologies of Spain and California in Comparative Perspective,Social and Behavioral Sciences
ESPM,C10,Environmental Issues,Social and Behavioral Sciences
ESPM,C11,Americans and the Global Forest,Social and Behavioral Sciences
ESPM,C12,Introduction to Environmental Studies,Social and Behavioral Sciences
ESPM,50AC,Introduction to Culture and Natural Resource Management,Social and Behavioral Sciences
ESPM,100,Environmental Problem Solving,Social and Behavioral Sciences
ESPM,155,Sociology and Political Ecology of Agro-Food Systems,Social and Behavioral Sciences
ESPM,160AC,American Environmental and Cultural History,Social and Behavioral Sciences
ESPM,161,Environmental Philosophy and Ethics,Social and Behavioral Sciences
ESPM,162,Bioethics and Society,Social and Behavioral Sciences
ESPM,163AC,"Environmental Justice: Race, Class, Equity, and the Environment",Social and Behavioral Sciences
ESPM,166,Natural Resource Policy and Indigenous Peoples,Social and Behavioral Sciences
ESPM,C167,Environmental Health and Development,Social and Behavioral Sciences
ESPM,168,Political Ecology,Social and Behavioral Sciences
ESPM,169,International Environmental Politics,Social and Behavioral Sciences
ESPM,C191,"The American Forest: Its Ecology, History, and Representation",Social and Behavioral Sciences
ETHSTD,10AC,"A History of Race and Ethnicity in Western North America, 1598-Present",Social and Behavioral Sciences
ETHSTD,21AC,A Comparative Survey of Racial and Ethnic Groups in the U.S,Social and Behavioral Sciences
ETHSTD,41AC,A Comparative Survey of Protest Movements Since the 60's,Social and Behavioral Sciences
ETHSTD,C73AC,Indigenous Peoples in Global Inequality,Social and Behavioral Sciences
ETHSTD,100,Comparative Ethnic Literature in America,Social and Behavioral Sciences
ETHSTD,101B,Humanities Methods in Ethnic Studies,Social and Behavioral Sciences
ETHSTD,122AC,Ethnicity and Race in Contemporary American Films,Social and Behavioral Sciences
ETHSTD,145,Religion and Ethnicity,Social and Behavioral Sciences
ETHSTD,159AC,The Southern Border,Social and Behavioral Sciences
ETHSTD,159AC,The Southern Border,Social and Behavioral Sciences
ETHSTD,173AC,Indigenous Peoples in Global Inequality,Social and Behavioral Sciences
ETHSTD,181AC,Prison,Social and Behavioral Sciences
FRENCH,43A,Aspects of French Culture,Social and Behavioral Sciences
FRENCH,145,History of the French Language,Social and Behavioral Sciences
FRENCH,161A,A Year in French History,Social and Behavioral Sciences
FRENCH,161B,A Year in French History,Social and Behavioral Sciences
FRENCH,162A,Perspectives on History,Social and Behavioral Sciences
FRENCH,162B,Perspectives on History,Social and Behavioral Sciences
FRENCH,171A,A Concept in French Cultural History,Social and Behavioral Sciences
FRENCH,171B,A Concept in French Cultural History,Social and Behavioral Sciences
FRENCH,180A,French Civilization,Social and Behavioral Sciences
FRENCH,180C,French Civilization,Social and Behavioral Sciences
FRENCH,180D,French Civilization,Social and Behavioral Sciences
FRENCH,183A,Configurations of Crisis,Social and Behavioral Sciences
FRENCH,183B,Configurations of Crisis,Social and Behavioral Sciences
GEOG,4,World Peoples and Cultural Environments,Social and Behavioral Sciences
GEOG,N4,World Peoples and Cultural Environments,Social and Behavioral Sciences
GEOG,10,"World Regions, Peoples, and States",Social and Behavioral Sciences
GEOG,20,Globalization,Social and Behavioral Sciences
GEOG,N20,Globalization,Social and Behavioral Sciences
GEOG,31,"Justice, Nature, and the Geographies of Identity",Social and Behavioral Sciences
GEOG,C32,Introduction to Development,Social and Behavioral Sciences
GEOG,35,Global Ecology and Development,Social and Behavioral Sciences
GEOG,50AC,California,Social and Behavioral Sciences
GEOG,N50AC,California,Social and Behavioral Sciences
GEOG,C55,Introduction to Central Asia,Social and Behavioral Sciences
GEOG,70AC,The Urban Experience,Social and Behavioral Sciences
GEOG,100,Cultural Geography of Indigenous Peoples,Social and Behavioral Sciences
GEOG,109,Prehistoric Agriculture,Social and Behavioral Sciences
GEOG,110,Economic Geography of the Industrial World,Social and Behavioral Sciences
GEOG,130,Food and the Environment,Social and Behavioral Sciences
GEOG,N130,Food and the Environment,Social and Behavioral Sciences
GEOG,137,Top Ten Global Environmental Problems,Social and Behavioral Sciences
GEOG,138,Global Environmental Politics,Social and Behavioral Sciences
GEOG,C152,Multicultural Europe,Social and Behavioral Sciences
GEOG,C157,Central American Peoples and Cultures,Social and Behavioral Sciences
GEOG,159AC,The Southern Border,Social and Behavioral Sciences
GEOG,C160A,"American Cultural Landscapes, 1600 to 1900",Social and Behavioral Sciences
GEOG,C160B,"American Cultural Landscapes, 1900 to Present",Social and Behavioral Sciences
GEOG,164,The Geography of Economic Development in China,Social and Behavioral Sciences
GEOG,180,Field Methods for Physical Geography,Social and Behavioral Sciences
GEOG,181,Urban Field Study,Social and Behavioral Sciences
GEOG,C188,Geographic Information Systems,Social and Behavioral Sciences
GERMAN,C25,"Revolutionary Thinking: Marx, Nietzsche, Freud",Social and Behavioral Sciences
GERMAN,102D,Advanced Language Practice: Popular Culture in Germany,Social and Behavioral Sciences
GERMAN,C106,Literacy through Literature,Social and Behavioral Sciences
GERMAN,C109,Language and Power,Social and Behavioral Sciences
GERMAN,160K,Politics and Culture in 20th-Century Germany: The Weimar Republic: Politics and Culture 1918-1933,Social and Behavioral Sciences
GPP,105,"The Ethics, Methods, and Pragmatics of Global Practice",Social and Behavioral Sciences
GPP,115,Global Poverty: Challenges and Hopes in the New Millennium,Social and Behavioral Sciences
GWS,14,"Gender, Sexuality, and Race in Global Political Issues",Social and Behavioral Sciences
GWS,100AC,Women in American Culture,Social and Behavioral Sciences
GWS,101,Doing Feminist Research,Social and Behavioral Sciences
GWS,102,Transnational Feminism,Social and Behavioral Sciences
GWS,120,The History of American Women,Social and Behavioral Sciences
GWS,125,Women and Film,Social and Behavioral Sciences
GWS,134,Gender and the Politics of Childhood,Social and Behavioral Sciences
GWS,140,Feminist Cultural Studies,Social and Behavioral Sciences
GWS,141,"Interrogating Global Economic ""Development""",Social and Behavioral Sciences
GWS,142,Women in the Muslim and Arab Worlds,Social and Behavioral Sciences
HISTART,108,Cities and the Arts,Social and Behavioral Sciences
HISTART,C156B,Art and Science,Social and Behavioral Sciences
HISTART,C158,Art and Science,Social and Behavioral Sciences
HISTART,C189,"The American Forest: Its Ecology, History, and Representation",Social and Behavioral Sciences
HISTORY,2,Comparative World History,Social and Behavioral Sciences
HISTORY,3,After the Roman Empire: the East,Social and Behavioral Sciences
HISTORY,4A,Origins of Western Civilization: The Ancient Mediterranean World,Social and Behavioral Sciences
HISTORY,4B,Origins of Western Civilization: Medieval Europe,Social and Behavioral Sciences
HISTORY,5,European Civilization from the Renaissance to the Present,Social and Behavioral Sciences
HISTORY,W5,European Civilization from the Renaissance to the Present,Social and Behavioral Sciences
HISTORY,6,Chinese Civilization,Social and Behavioral Sciences
HISTORY,6A,History of China: Origins to the Mongol Conquest,Social and Behavioral Sciences
HISTORY,6B,Introduction to Chinese History from the Mongols to Mao,Social and Behavioral Sciences
HISTORY,7A,Introduction to the History of the United States: The United States from Settlement to Civil War,Social and Behavioral Sciences
HISTORY,7B,Introduction to the History of the United States: The United States from Civil War to Present,Social and Behavioral Sciences
HISTORY,8A,"Latin American History: Becoming Latin America, 1492 to 1824",Social and Behavioral Sciences
HISTORY,8B,Latin American History: Modern Latin America,Social and Behavioral Sciences
HISTORY,10,African History,Social and Behavioral Sciences
HISTORY,11,India,Social and Behavioral Sciences
HISTORY,12,The Middle East,Social and Behavioral Sciences
HISTORY,14,Introduction to the History of Japan,Social and Behavioral Sciences
HISTORY,30,Science and Society,Social and Behavioral Sciences
HISTORY,100AC,Special Topics in the History of the United States,Social and Behavioral Sciences
HISTORY,100AP,Special Topics in Ancient History,Social and Behavioral Sciences
HISTORY,100B,Special Topics in European History,Social and Behavioral Sciences
HISTORY,100BP,Special Topics in Medieval History,Social and Behavioral Sciences
HISTORY,100D,Special Topics in the History of the United States,Social and Behavioral Sciences
HISTORY,100E,Special Topics in Latin American History,Social and Behavioral Sciences
HISTORY,100F,Special Topics in Asian History,Social and Behavioral Sciences
HISTORY,100H,Special Topics in African History,Social and Behavioral Sciences
HISTORY,100L,Special Topics in Legal History,Social and Behavioral Sciences
HISTORY,100M,Special Topics in the History of the Middle East,Social and Behavioral Sciences
HISTORY,100S,Special Topics in the History of Science,Social and Behavioral Sciences
HISTORY,100U,Special Topics in Comparative History,Social and Behavioral Sciences
HISTORY,100UP,Special Topics in Comparative History,Social and Behavioral Sciences
HISTORY,104,The Craft of History,Social and Behavioral Sciences
HISTORY,105A,Ancient Greece: Archaic and Classical Greek History,Social and Behavioral Sciences
HISTORY,105B,Ancient Greece: The Greek World: 403-31 BCE,Social and Behavioral Sciences
HISTORY,106A,Ancient Rome: The Roman Republic,Social and Behavioral Sciences
HISTORY,N106A,The Roman Republic,Social and Behavioral Sciences
HISTORY,N106B,The Roman Empire,Social and Behavioral Sciences
HISTORY,106B,Ancient Rome: The Roman Empire,Social and Behavioral Sciences
HISTORY,108,Byzantium,Social and Behavioral Sciences
HISTORY,109A,"The Rise of Islamic Civilization, 600-1200",Social and Behavioral Sciences
HISTORY,109B,"The Middle East, 1000-1750",Social and Behavioral Sciences
HISTORY,109C,The Middle East From the 18th Century to the Present,Social and Behavioral Sciences
HISTORY,N109C,The Middle East From the 18th Century to the Present,Social and Behavioral Sciences
HISTORY,111A,Topics in the History of Southest Asia: Southeast Asia to the 18th Century,Social and Behavioral Sciences
HISTORY,111B,Topics in the History of Southest Asia: Modern Southeast Asia,Social and Behavioral Sciences
HISTORY,C111B,Modern Southeast Asia,Social and Behavioral Sciences
HISTORY,111C,Topics in the History of Southest Asia: Political and Cultural History of Vietnam,Social and Behavioral Sciences
HISTORY,111D,Vietnam at War,Social and Behavioral Sciences
HISTORY,112B,"Africa: Modern South Africa, 1652-Present",Social and Behavioral Sciences
HISTORY,N112B,"Modern South Africa, 1652-Present",Social and Behavioral Sciences
HISTORY,112C,Colonialism and Nationalism in Africa,Social and Behavioral Sciences
HISTORY,113A,Traditional Korean History,Social and Behavioral Sciences
HISTORY,113B,Modern Korean History,Social and Behavioral Sciences
HISTORY,114A,India: Medieval and Early Modern India to the Coming of the British,Social and Behavioral Sciences
HISTORY,114B,India: Modern South Asia,Social and Behavioral Sciences
HISTORY,116A,China: Early China,Social and Behavioral Sciences
HISTORY,116B,China: Two Golden Ages: China During the Tang and Song Dynasties,Social and Behavioral Sciences
HISTORY,116C,China: Modern China,Social and Behavioral Sciences
HISTORY,116D,China: Twentieth-Century China,Social and Behavioral Sciences
HISTORY,116G,Imperial China and the World,Social and Behavioral Sciences
HISTORY,117A,Topics in Chinese History: Chinese Popular Culture,Social and Behavioral Sciences
HISTORY,117D,"Topics in Chinese History: The Chinese Body: Gender and Sex, Health, and Medicine",Social and Behavioral Sciences
HISTORY,118A,"Japan: Japan, Archaeological Period to 1800",Social and Behavioral Sciences
HISTORY,118B,Japan: Japan 1800-1900,Social and Behavioral Sciences
HISTORY,118C,Japan: Empire and Alienation: The 20th Century in Japan,Social and Behavioral Sciences
HISTORY,119A,Topics in Japanese History: Postwar Japan,Social and Behavioral Sciences
HISTORY,N119A,Postwar Japan,Social and Behavioral Sciences
HISTORY,120AC,American Environmental and Cultural History,Social and Behavioral Sciences
HISTORY,121B,The Colonial Period and American Revolution: The American Revolution,Social and Behavioral Sciences
HISTORY,122AC,Antebellum America: The Advent of Mass Society,Social and Behavioral Sciences
HISTORY,123,Civil War and Reconstruction,Social and Behavioral Sciences
HISTORY,124A,The Recent United States: The United States from the Late 19th Century to the Eve of World War II,Social and Behavioral Sciences
HISTORY,N124A,The United States from the Late 19th Century to the Eve of the World War II,Social and Behavioral Sciences
HISTORY,124B,The Recent United States: The United States fromWorld War II to the Vietnam Era,Social and Behavioral Sciences
HISTORY,N124B,The United States fromWorld War II to the Vietnam Era,Social and Behavioral Sciences
HISTORY,N125B,Soul Power: African American History 1861-2008,Social and Behavioral Sciences
HISTORY,125B,Hist of African-Americans & Race Relations in the U.S.: Soul Power: African American Hist 1861-1980,Social and Behavioral Sciences
HISTORY,126A,The American West since 1850,Social and Behavioral Sciences
HISTORY,126B,The American West since 1850,Social and Behavioral Sciences
HISTORY,127AC,California,Social and Behavioral Sciences
HISTORY,130,American Foreign Policy,Social and Behavioral Sciences
HISTORY,131B,Social History of the US:Creating Modern American Society The End of the Civil War to the Global Age,Social and Behavioral Sciences
HISTORY,N131B,Social History of the United States: 1914-Present,Social and Behavioral Sciences
HISTORY,C132B,Intellectual History of the United States since 1865,Social and Behavioral Sciences
HISTORY,134A,"The Age of the City: The Age of the City, 1825-1933",Social and Behavioral Sciences
HISTORY,135,American Indian History: Precontact to the Present,Social and Behavioral Sciences
HISTORY,136,Gender Matters in 20th Century America,Social and Behavioral Sciences
HISTORY,136AC,Gender Matters in 20th Century America,Social and Behavioral Sciences
HISTORY,137AC,The Repeopling of America,Social and Behavioral Sciences
HISTORY,138,History of Science in the U.S,Social and Behavioral Sciences
HISTORY,138T,History of Science in the US CalTeach,Social and Behavioral Sciences
HISTORY,C139B,The American Immigrant Experience,Social and Behavioral Sciences
HISTORY,C139C,Civil Rights and Social Movements in U.S. History,Social and Behavioral Sciences
HISTORY,140B,Mexico: Modern Mexico,Social and Behavioral Sciences
HISTORY,141B,Social History of Latin America: Social History of Modern Latin America,Social and Behavioral Sciences
HISTORY,143,Brazil,Social and Behavioral Sciences
HISTORY,N143,Brazil,Social and Behavioral Sciences
HISTORY,146,Latin American Women,Social and Behavioral Sciences
HISTORY,149B,Medieval Italy: Italy in the Age of Dante (1000-1350),Social and Behavioral Sciences
HISTORY,150B,Medieval England: From the Conquest to 1290,Social and Behavioral Sciences
HISTORY,151A,"Britain 1485-Present: Tudor Stuart Britain, 1485-1660",Social and Behavioral Sciences
HISTORY,151B,"Britain 1485-Present: Britain, 1660-1851",Social and Behavioral Sciences
HISTORY,151C,"Britain 1485-Present: The Peculiar Modernity of Britain, 1848-2000",Social and Behavioral Sciences
HISTORY,N151C,"The Peculiar Modernity of Britain, 1848-2000",Social and Behavioral Sciences
HISTORY,152A,Topics in the History of the British Isles: Ireland Since the Union,Social and Behavioral Sciences
HISTORY,154,Canada,Social and Behavioral Sciences
HISTORY,155A,Medieval Europe: From the Late Empire to the Investiture Conflict,Social and Behavioral Sciences
HISTORY,155B,Medieval Europe: From the Investiture Conflict to the Fifteenth Century,Social and Behavioral Sciences
HISTORY,158A,"Modern Europe: Old Regime and Revolutionary Europe, 1715-1815",Social and Behavioral Sciences
HISTORY,158B,Modern Europe: Europe in the 19th Century,Social and Behavioral Sciences
HISTORY,158C,"Modern Europe: Old and New Europe, 1914-Present",Social and Behavioral Sciences
HISTORY,N158C,"Old and New Europe, 1914-Present",Social and Behavioral Sciences
HISTORY,159A,European Economic History,Social and Behavioral Sciences
HISTORY,159B,European Economic History,Social and Behavioral Sciences
HISTORY,160,The International Economy of the 20th Century,Social and Behavioral Sciences
HISTORY,N160,The International Economy of the 20th Century,Social and Behavioral Sciences
HISTORY,162A,"Europe and the World: Wars, Empires, Nations 1648-1914",Social and Behavioral Sciences
HISTORY,N162A,"Europe and the World: Wars, Empires, Nations 1648-1914",Social and Behavioral Sciences
HISTORY,162B,War and Peace: International Relations since 1914,Social and Behavioral Sciences
HISTORY,163A,Modern European Intellectual History: European Intellectual History from the Enlightenment to 1870,Social and Behavioral Sciences
HISTORY,163B,"Modern European Intellectual History: European Intellectual History, 1870 to the Present",Social and Behavioral Sciences
HISTORY,164A,European Intellectual History from Renaissance to Enlightenment,Social and Behavioral Sciences
HISTORY,164B,Modern European Intellectual History: European Intellectual History from Enlightenment to 1870,Social and Behavioral Sciences
HISTORY,S164B,Social History of Western Europe,Social and Behavioral Sciences
HISTORY,164C,Modern European Intellectual History: European Intellectual History 1870 to the Present,Social and Behavioral Sciences
HISTORY,165A,Topics in Modern European History: The Reformations of Christendom,Social and Behavioral Sciences
HISTORY,165B,"The World, the Picture, and the Page: The Revolution in European Culture since the late 18th Century",Social and Behavioral Sciences
HISTORY,165D,The Social and Cultural History of Early Modern Europe,Social and Behavioral Sciences
HISTORY,166A,Modern France: Early Modern France to 1715,Social and Behavioral Sciences
HISTORY,166B,Modern France: Old Regime and Revolutionary France,Social and Behavioral Sciences
HISTORY,166C,Modern France,Social and Behavioral Sciences
HISTORY,167A,Modern Germany: Early Modern Germany,Social and Behavioral Sciences
HISTORY,167B,Modern Germany: The Rise and Fall of the Second Reich: Germany 1770-1918,Social and Behavioral Sciences
HISTORY,167C,Modern Germany: Germany 1914 to the Present,Social and Behavioral Sciences
HISTORY,168A,Spain and Portugal: The Spanish and Portuguese Empires in the Golden Age: 1450-1700,Social and Behavioral Sciences
HISTORY,169A,Modern Italy: Renaissance and Baroque Italy 1350-1800,Social and Behavioral Sciences
HISTORY,170,The Netherlands,Social and Behavioral Sciences
HISTORY,171A,Russia: Russia to 1700,Social and Behavioral Sciences
HISTORY,171B,Russia: Imperial Russia: From Peter the Great to the Russian Revolution,Social and Behavioral Sciences
HISTORY,171C,"Russia: The Soviet Union, 1917 to the Present",Social and Behavioral Sciences
HISTORY,172,Russian Intellectual History,Social and Behavioral Sciences
HISTORY,173B,"History of Eastern Europe: The Habsburg Empire, 1740-1918",Social and Behavioral Sciences
HISTORY,173C,History of Eastern Europe: History of Eastern Europe: From 1900 to the Present,Social and Behavioral Sciences
HISTORY,174A,Topics in the History of Eastern Europe: A History of Poland-Lithuania,Social and Behavioral Sciences
HISTORY,174B,Topics in the History of Eastern Europe: Poles and Others: the Making of Modern Poland,Social and Behavioral Sciences
HISTORY,C175B,Jewish Civilization: Modern Period,Social and Behavioral Sciences
HISTORY,C176,Multicultural Europe,Social and Behavioral Sciences
HISTORY,177A,Armenia: Armenia from Ethnogenesis to the Dark Ages,Social and Behavioral Sciences
HISTORY,177B,Armenia: From Pre-modern Empires to the Present,Social and Behavioral Sciences
HISTORY,178,History of the Holocaust,Social and Behavioral Sciences
HISTORY,180,The Life Sciences since 1750,Social and Behavioral Sciences
HISTORY,180T,History of the Life Sciences Since 1750 (Cal Teach),Social and Behavioral Sciences
HISTORY,182A,Topics in the History of Technology: Technology and Society,Social and Behavioral Sciences
HISTORY,182AT,Topics in the History of Technology: Technology and Society (Cal Teach),Social and Behavioral Sciences
HISTORY,C182C,"Introduction to Science, Technology, and Society",Social and Behavioral Sciences
HISTORY,183,Topics in the History of Medicine,Social and Behavioral Sciences
HISTORY,183A,Health and Disease,Social and Behavioral Sciences
HISTORY,185A,History of Christianity: History of Christianity to 1250,Social and Behavioral Sciences
HISTORY,185B,History of Christianity: History of Christianity from 1250,Social and Behavioral Sciences
HISTORY,186,International and Global History since 1945,Social and Behavioral Sciences
HISTORY,C187,The History and Practice of Human Rights,Social and Behavioral Sciences
HISTORY,C188A,Art and Science,Social and Behavioral Sciences
HISTORY,C188B,Art and Science,Social and Behavioral Sciences
HISTORY,C191,"Death, Dying, and Modern Medicine: Historical and Contemporary Perspectives",Social and Behavioral Sciences
HISTORY,C192,History of Information,Social and Behavioral Sciences
HMEDSCI,C133,"Death, Dying, and Modern Medicine: Historical and Contemporary Perspectives",Social and Behavioral Sciences
IAS,45,Survey of World History,Social and Behavioral Sciences
IAS,C145,Multicultural Europe,Social and Behavioral Sciences
IAS,150,Advanced Studies in International and Area Studies,Social and Behavioral Sciences
IAS,160,Berkeley Summer Institute for the Global Generation,Social and Behavioral Sciences
IAS,180,Current Issues in International and Area Studies,Social and Behavioral Sciences
IDS,106,Education and American Society,Social and Behavioral Sciences
INFO,C103,History of Information,Social and Behavioral Sciences
INTEGBI,35AC,Human Biological Variation,Social and Behavioral Sciences
ISF,100A,Introduction to Social Theory and Cultural Analysis,Social and Behavioral Sciences
ISF,100B,Introduction to Social Theory and Cultural Analysis,Social and Behavioral Sciences
ISF,100C,Language and Identity,Social and Behavioral Sciences
ISF,100D,"Introduction to Technology, Society, and Culture",Social and Behavioral Sciences
ISF,100E,"The Globalization of Rights, Values, and Laws in the 21st Century",Social and Behavioral Sciences
ISF,100G,"Introduction to Science, Society, and Ethics",Social and Behavioral Sciences
ISF,C100G,"Introduction to Science, Technology, and Society",Social and Behavioral Sciences
ISF,100H,Introduction to Media and International Relations,Social and Behavioral Sciences
ISF,130,Education and American Society,Social and Behavioral Sciences
ISF,C145,Multicultural Europe,Social and Behavioral Sciences
ITALIAN,40,Italian Culture (in English),Social and Behavioral Sciences
ITALIAN,103,History of Italian Culture,Social and Behavioral Sciences
ITALIAN,160,"Studies in the History, Society, and Politics of the Italian Peninsula",Social and Behavioral Sciences
JAPAN,102,Fourth-Year Readings: Japanese Culture,Social and Behavioral Sciences
JAPAN,104,Fourth-Year Readings: Japanese History,Social and Behavioral Sciences
JAPAN,161,Introduction to Japanese Linguistics: Usage,Social and Behavioral Sciences
KOREAN,102,Fourth-Year Readings: Korean Social Sciences and History,Social and Behavioral Sciences
LATAMST,10,Introduction to Latin American Studies,Social and Behavioral Sciences
LATAMST,150,Advanced Studies in Latin American Studies,Social and Behavioral Sciences
LDARCH,12,Environmental Science for Sustainable Development,Social and Behavioral Sciences
LDARCH,110,Ecological Analysis,Social and Behavioral Sciences
LDARCH,138AC,The Metropolitan Landscape,Social and Behavioral Sciences
LDARCH,170,History and Literature of Landscape Architecture,Social and Behavioral Sciences
LDARCH,C171,The American Designed Landscape Since 1850,Social and Behavioral Sciences
LDARCH,C188,Geographic Information Systems,Social and Behavioral Sciences
LEGALST,100,Foundations of Legal Studies,Social and Behavioral Sciences
LEGALST,151,"Law, Self, and Society",Social and Behavioral Sciences
LEGALST,161,Law in Chinese Society,Social and Behavioral Sciences
LEGALST,171,European Legal History,Social and Behavioral Sciences
LEGALST,177,Survey of American Legal and Constitutional History,Social and Behavioral Sciences
LEGALST,185AC,Prison,Social and Behavioral Sciences
LGBT,145,Interpreting the Queer Past: Methods and Problems in the History of Sexuality,Social and Behavioral Sciences
LGBT,C147B,"Sexuality, Culture, and Colonialism",Social and Behavioral Sciences
LINGUIS,11,Writing Systems,Social and Behavioral Sciences
LINGUIS,22,Introduction to the History of the English Language,Social and Behavioral Sciences
LINGUIS,23,Language and Sex,Social and Behavioral Sciences
LINGUIS,40,Language of Advertising,Social and Behavioral Sciences
LINGUIS,65,Music and Language,Social and Behavioral Sciences
LINGUIS,C105,The Mind and Language,Social and Behavioral Sciences
LINGUIS,128,Linguistic Analysis of Literature,Social and Behavioral Sciences
LINGUIS,C139,Language Spread,Social and Behavioral Sciences
LINGUIS,C142,Language and Thought,Social and Behavioral Sciences
LINGUIS,146,Language Acquisition,Social and Behavioral Sciences
LINGUIS,C146,Language Acquisition,Social and Behavioral Sciences
LINGUIS,C147,Language Disorders,Social and Behavioral Sciences
LINGUIS,155AC,Language in the United States: a Capsule History,Social and Behavioral Sciences
LS,22,Sense and Sensibility and Science,Social and Behavioral Sciences
LS,C30U,Americans and the Global Forest,Social and Behavioral Sciences
LS,C30V,Environmental Issues,Social and Behavioral Sciences
